car_id,year,complaint_id,image_id,audio_id,is_sick_audio,is_sick_text,is_sick_image
124652,2019,149522,21785,,,0,1
201256,2019,143376,23950,,,0,1
44920,2019,149425,24993,,,0,1
94977,2020,108260,5208,,,1,0
24074,2020,133664,29487,,,0,1
285123,2020,73936,30090,,,0,1
82018,2020,63291,28976,,,0,1
33592,2020,144615,21275,,,0,1
275294,2020,62992,26028,,,0,1
260285,2020,70636,27878,,,0,1
166563,2020,6505,23857,,,0,1
265516,2020,133486,24379,,,0,1
145496,2020,139801,,181,1,0,
150106,2020,74124,20134,,,0,1
156178,2021,79595,21630,,,0,1
25205,2021,106398,29274,,,0,1
111517,2021,62732,28054,,,0,1
261205,2021,71033,29204,,,0,1
101,2021,63386,25815,,,0,1
97199,2021,107581,22656,,,0,1
221686,2021,66700,20352,,,0,1
56354,2021,63307,23820,,,0,1
274258,2021,133423,20774,,,0,1
120394,2021,35146,,710,1,0,
85596,2021,120155,24896,,,0,1
121596,2021,63128,16900,,,0,1
116116,2022,6233,18995,,,0,1
234817,2022,79859,21819,,,0,1
204357,2022,35758,24088,,,0,1
70635,2022,70443,17185,,,0,1
176668,2022,140418,22742,,,0,1
176522,2022,35143,,137,1,0,
128572,2022,151562,26306,,,0,1
3130,2022,120262,17486,,,0,1
91995,2022,78911,19334,,,0,1
69068,2022,63375,25485,,,0,1
152326,2022,77811,380,31,1,0,0
58937,2022,119988,26473,,,0,1
206728,2023,57333,18627,,,0,1
168599,2023,79708,17082,,,0,1
129524,2023,109189,28421,,,0,1
134728,2023,7373,12370,,,1,0
20606,2023,107486,16232,,,0,1
45223,2023,57389,17070,,,0,1
264648,2024,149591,22668,,,0,1
260453,2024,77851,16930,,,0,1
46182,2024,143042,24182,,,0,1
257900,2024,105988,17409,,,0,1
184240,2024,66635,17980,,,0,1
61660,2025,453,17490,,,0,1
231346,2025,155469,,803,1,0,
134850,2025,120166,24187,,,0,1
140863,2025,119717,,1082,1,0,
8681,2025,62680,24312,,,0,1
219111,2025,108627,29850,,,0,1
97202,2025,151549,28964,,,0,1
13712,2025,6268,21024,,,0,1
228283,2025,35308,16720,,,0,1
60979,2025,107509,29210,,,0,1
295737,2025,70661,18592,,,0,1
108302,2025,108967,21642,,,0,1
282478,2000,133504,17164,,,0,1
278308,2000,7938,17966,,,0,1
298821,2000,79703,16466,,,0,1
102435,2000,73590,17847,,,0,1
258668,2000,6328,19675,,,0,1
39155,2000,6648,17574,,,0,1
133206,2000,63394,21442,,,0,1
218061,2000,66495,21946,,,0,1
127828,2000,149433,23258,,,0,1
223937,2000,106133,19587,,,0,1
266516,2000,518,18595,,,0,1
274872,2001,106454,25387,,,0,1
245139,2001,120171,22894,,,0,1
14109,2001,78901,22407,,,0,1
184039,2001,66662,27640,,,0,1
245538,2001,106248,22192,,,0,1
56055,2001,62607,16517,,,0,1
13140,2001,422,25995,,,0,1
14833,2001,119879,21439,,,0,1
253535,2001,480,18098,,,0,1
26506,2001,78336,19348,,,0,1
153043,2001,35234,,719,1,0,
296530,2002,107472,17607,,,0,1
126136,2002,151208,19534,,,0,1
149418,2003,74476,7797,,,1,0
251193,2003,6385,29912,,,0,1
258958,2003,108961,24508,,,0,1
254221,2003,79589,17211,,,0,1
93249,2003,565,29414,,,0,1
42041,2003,73976,26063,,,0,1
233667,2003,106393,29116,,,0,1
68063,2003,79057,28836,,,0,1
106395,2003,151146,25057,,,0,1
205939,2003,70871,19115,,,0,1
59625,2004,78571,2,14,1,0,0
244005,2004,155676,24207,,,0,1
228854,2004,79916,24499,,,0,1
145081,2004,151462,21116,,,0,1
99304,2004,70701,19828,,,0,1
147531,2004,78903,21941,,,0,1
184809,2004,78379,20194,,,0,1
260267,2004,151251,23302,,,0,1
39741,2004,71673,15812,,,1,0
49255,2004,66678,16629,,,0,1
101445,2004,35445,19714,,,0,1
116258,2004,6636,25694,,,0,1
255718,2005,105946,19652,,,0,1
40048,2005,106198,23481,,,0,1
154541,2005,119883,16559,,,0,1
24844,2005,108046,27639,,,0,1
13098,2005,143148,23694,,,0,1
25064,2005,6783,25854,,,0,1
269909,2005,66503,28552,,,0,1
132244,2005,149702,28118,,,0,1
271307,2006,151632,19347,,,0,1
246726,2006,35330,19676,,,0,1
198702,2006,73549,,586,1,0,
161864,2006,483,27687,,,0,1
212746,2006,109076,19845,,,0,1
58255,2006,140278,22965,,,0,1
216077,2006,77881,18105,,,0,1
274576,2006,62494,,801,1,0,
200228,2007,66918,26647,,,0,1
95792,2007,66745,27470,,,0,1
42354,2007,70621,27801,,,0,1
73557,2007,78570,16198,473,1,0,1
117493,2007,70614,29232,,,0,1
257590,2007,66712,25497,,,0,1
280233,2007,149779,26656,,,0,1
162681,2007,8303,24223,,,0,1
289267,2008,133673,27066,,,0,1
97450,2008,70730,21191,,,0,1
230677,2008,78766,17653,,,0,1
158720,2008,70687,25126,,,0,1
126131,2008,74093,26998,,,0,1
52737,2008,78709,18068,,,0,1
248459,2008,66835,26760,,,0,1
149612,2009,107943,24064,,,0,1
197923,2009,62725,18564,,,0,1
88428,2009,78655,19183,,,0,1
178605,2009,79922,25971,,,0,1
141842,2009,155625,21524,,,0,1
137509,2009,77952,27701,,,0,1
6240,2009,133526,22041,,,0,1
215624,2009,155643,23467,,,0,1
217337,2009,70604,20200,,,0,1
271816,2010,57698,28717,,,0,1
100447,2010,120221,17236,,,0,1
53082,2010,57547,25967,,,0,1
243568,2010,78280,26890,,,0,1
279171,2010,35611,20690,,,0,1
79129,2010,155805,20366,,,0,1
228645,2010,57143,16464,,,0,1
246671,2010,73991,17584,,,0,1
111099,2011,63293,20158,,,0,1
166883,2011,77788,,631,1,0,
123711,2011,133489,17123,,,0,1
102171,2011,6772,19890,,,0,1
263101,2011,73611,28259,,,0,1
227733,2011,206,17777,,,0,1
66811,2011,80069,25634,,,0,1
153632,2011,70942,20187,,,0,1
218833,2012,150,16498,,,0,1
112119,2012,66614,29157,,,0,1
299193,2012,144387,16288,,,0,1
100908,2012,74233,29186,,,0,1
258323,2013,77973,17466,,,0,1
167840,2013,133168,19591,,,0,1
199299,2013,8286,23224,,,0,1
154256,2013,6350,26483,,,0,1
100063,2013,,105,911,1,,0
251694,2013,74169,22394,,,0,1
4510,2013,139933,17833,,,0,1
236171,2013,62506,29262,,,0,1
50829,2014,133587,22639,,,0,1
43348,2014,144612,20662,,,0,1
215925,2014,79398,16272,452,1,0,1
104923,2014,106241,16996,,,0,1
145123,2014,78869,20564,,,0,1
76630,2014,133605,23313,,,0,1
66979,2014,78020,18405,,,0,1
74646,2014,120073,25075,,,0,1
260271,2014,78008,23063,,,0,1
95815,2014,151626,19202,,,0,1
93522,2014,62748,19735,,,0,1
119181,2014,,110,850,1,,0
158474,2014,57377,24181,,,0,1
270520,2015,79852,26001,,,0,1
95171,2015,108620,23259,,,0,1
146693,2015,108850,24371,,,0,1
163322,2015,78779,24278,,,0,1
195280,2015,63149,18302,,,0,1
288080,2015,144631,23482,,,0,1
175979,2015,107762,24113,,,0,1
96237,2016,57127,28651,,,0,1
124108,2016,77821,25534,,,0,1
188417,2016,140223,25496,,,0,1
119956,2016,23,23450,,,0,1
277350,2016,74052,27516,,,0,1
168857,2016,107583,29612,,,0,1
3531,2016,77989,23319,,,0,1
205110,2016,120157,25751,,,0,1
157525,2016,63075,24244,,,0,1
45225,2017,7957,27629,,,0,1
178587,2017,35547,21726,,,0,1
93187,2017,6289,22051,,,0,1
119753,2017,78128,19165,,,0,1
20930,2017,119948,26243,,,0,1
100275,2017,77894,26865,,,0,1
185534,2017,7755,340,1012,1,0,0
69224,2017,79943,21901,,,0,1
255814,2017,149320,18291,,,0,1
7830,2017,144959,29189,,,0,1
159092,2017,143259,21520,,,0,1
244601,2018,143243,27099,,,0,1
49893,2018,120360,26690,,,0,1
266596,2018,140361,28194,,,0,1
237251,2018,79121,25856,,,0,1
94310,2018,8014,29315,,,0,1
76221,2018,119690,,1118,1,0,
277913,2019,149301,17792,,,0,1
115360,2019,62776,21166,,,0,1
75056,2019,63364,23043,,,0,1
125130,2019,120426,28809,,,0,1
215259,2019,140114,20863,,,0,1
114289,2019,7837,24940,,,0,1
116848,2019,57350,23072,,,0,1
238133,2020,150415,13748,,,1,0
175954,2020,573,29627,,,0,1
200146,2020,70932,28373,,,0,1
47321,2020,155508,16869,,,0,1
38554,2020,66426,28122,,,0,1
295110,2020,142999,16576,,,0,1
157906,2020,143029,17802,,,0,1
36014,2020,8416,28208,,,0,1
150585,2020,8111,25043,,,0,1
280915,2020,106302,17190,,,0,1
29739,2020,120329,24010,,,0,1
232356,2020,257,27237,,,0,1
195935,2021,151092,26919,,,0,1
288149,2021,107786,23525,,,0,1
24106,2021,144566,26908,,,0,1
82969,2021,107680,21686,,,0,1
41516,2021,78710,27434,,,0,1
113644,2021,8482,2455,,,1,0
291462,2021,140391,21636,,,0,1
101028,2021,151710,21639,,,0,1
145968,2022,144348,,782,1,0,
43850,2022,78836,28686,,,0,1
202483,2022,8184,24636,,,0,1
152878,2022,151608,24288,,,0,1
117789,2022,106196,21766,,,0,1
131045,2022,74397,6109,,,1,0
56761,2022,63061,22925,,,0,1
26540,2022,63480,23650,,,0,1
260603,2022,35837,20109,,,0,1
50262,2022,6686,27107,,,0,1
54527,2022,79382,11,267,1,0,1
185789,2022,8136,21928,,,0,1
291114,2022,143220,20443,,,0,1
76509,2023,62990,24554,,,0,1
231426,2023,143318,16969,,,0,1
32118,2023,149638,23472,,,0,1
204889,2023,78700,25183,,,0,1
62571,2023,8196,24585,,,0,1
198051,2023,73770,19599,,,0,1
272701,2023,143178,24524,,,0,1
4921,2023,7963,18126,,,0,1
222078,2023,63426,21877,,,0,1
24309,2023,77995,25401,,,0,1
220515,2023,133694,25886,,,0,1
227721,2023,63170,21592,,,0,1
156782,2024,79078,27460,,,0,1
139834,2024,79975,27592,,,0,1
293946,2024,67011,29713,,,0,1
180877,2024,144710,23078,,,0,1
37594,2024,133798,27889,,,0,1
234596,2024,78068,20724,,,0,1
13096,2024,106356,23376,,,0,1
180876,2024,133451,16995,,,0,1
70837,2024,143097,20253,,,0,1
211041,2024,144465,21985,,,0,1
167647,2025,8324,25064,,,0,1
179807,2025,106151,18022,,,0,1
160445,2025,144728,807,,,0,1
70973,2025,62916,22019,,,0,1
294223,2025,66752,22780,,,0,1
177421,2025,78798,24715,,,0,1
151875,2025,77870,27002,,,0,1
50907,2025,712,29246,,,0,1
21452,2025,79443,204,1125,1,0,0
127106,2000,70719,24788,,,0,1
20888,2000,8052,27046,,,0,1
87164,2000,155583,26435,,,0,1
158807,2000,57474,17572,,,0,1
126456,2000,124,21172,,,0,1
148216,2000,79757,27351,,,0,1
191994,2000,263,17977,,,0,1
36522,2000,77932,25481,,,0,1
11136,2000,598,20096,,,0,1
15410,2000,79820,30125,,,0,1
252143,2001,74075,25212,,,0,1
54684,2001,106199,29180,,,0,1
106956,2001,107966,28330,,,0,1
153735,2002,143055,25789,,,0,1
109094,2002,77814,16762,,,0,1
36788,2002,79466,270,284,1,0,0
296140,2002,133410,21174,,,0,1
97025,2002,79763,20148,,,0,1
188063,2002,155684,25874,,,0,1
5976,2002,62604,26724,,,0,1
205025,2002,6612,17316,,,0,1
71206,2002,155997,25119,,,0,1
148900,2002,35790,18710,,,0,1
121095,2003,63095,16314,,,0,1
236473,2003,57157,26341,,,0,1
87643,2003,144761,24494,,,0,1
56101,2003,36470,13925,,,1,0
204814,2003,78635,22585,,,0,1
51341,2003,35224,,1280,1,0,
212835,2003,78866,21950,,,0,1
183858,2003,35487,17891,,,0,1
187971,2004,107800,22883,,,0,1
201046,2004,143595,23173,,,0,1
7975,2004,8088,19959,,,0,1
125122,2004,35650,20402,,,0,1
163586,2004,57212,25265,,,0,1
251161,2004,107621,22264,,,0,1
5602,2004,151289,26029,,,0,1
163022,2004,70467,16887,,,0,1
290020,2004,566,19474,,,0,1
169056,2004,106144,18958,,,0,1
196163,2004,149236,,208,1,0,
104649,2004,133739,28439,,,0,1
202180,2004,35413,19944,,,0,1
113961,2005,108977,26350,,,0,1
126386,2005,8302,18597,,,0,1
9783,2005,8020,28344,,,0,1
95280,2005,106334,26314,,,0,1
272518,2005,6227,18424,,,0,1
179202,2005,144888,27225,,,0,1
294927,2005,78679,25548,,,0,1
197442,2005,105990,28131,,,0,1
132705,2005,78656,20373,,,0,1
158687,2005,119971,22719,,,0,1
286494,2006,57220,24112,,,0,1
71465,2006,7742,317,104,1,0,0
89353,2006,78743,27697,,,0,1
245347,2006,8301,29930,,,0,1
87237,2006,139935,23719,,,0,1
266532,2006,7825,16512,,,0,1
24512,2006,74235,29261,,,0,1
161168,2006,79018,26844,,,0,1
14694,2007,73883,19469,,,0,1
221416,2007,63536,29925,,,0,1
183890,2007,108864,21285,,,0,1
62361,2007,149317,27468,,,0,1
280384,2007,107885,17565,,,0,1
147302,2007,70513,27594,,,0,1
211554,2007,70710,22191,,,0,1
77632,2007,144735,23396,,,0,1
148495,2007,140011,26933,,,0,1
151025,2008,78853,28283,,,0,1
186196,2008,6911,29877,,,0,1
281694,2008,7871,19008,,,0,1
114302,2008,149496,25581,,,0,1
227264,2008,151473,25621,,,0,1
142377,2008,35351,21058,,,0,1
93904,2008,140341,29252,,,0,1
109538,2008,78270,18241,,,0,1
59935,2008,63154,16889,,,0,1
31841,2009,108715,17784,,,0,1
77611,2009,155655,25253,,,0,1
150760,2009,66858,23222,,,0,1
73537,2009,79118,27986,,,0,1
166344,2009,73595,19724,,,0,1
30389,2009,142950,,579,1,0,
127316,2009,119969,16702,,,0,1
146329,2009,119782,383,1302,1,0,0
267332,2009,73893,22684,,,0,1
138713,2009,63119,22587,,,0,1
56575,2009,6462,20516,,,0,1
136007,2009,149656,24431,,,0,1
7566,2010,70410,16326,,,0,1
293953,2010,78041,19000,,,0,1
256464,2010,6732,24882,,,0,1
39280,2010,709,29108,,,0,1
207083,2010,8275,18368,,,0,1
240089,2010,63275,19659,,,0,1
205625,2010,6197,112,55,1,0,0
17968,2011,7946,21757,,,0,1
140723,2011,63503,18945,,,0,1
97658,2011,108710,18013,,,0,1
251627,2011,151623,25106,,,0,1
37781,2011,119729,,1295,1,0,
43242,2011,133116,17532,367,1,0,1
121617,2011,79050,28526,,,0,1
268900,2011,214,20165,,,0,1
93000,2011,35191,,146,1,0,
44196,2011,109142,21842,,,0,1
159587,2011,155463,,519,1,0,
270631,2011,106252,22682,,,0,1
109485,2011,149511,16544,,,0,1
213132,2011,79021,26979,,,0,1
188392,2011,155477,16809,185,1,0,1
93199,2012,120257,27311,,,0,1
13972,2012,149498,24943,,,0,1
98854,2012,,233,868,1,,0
115556,2012,143058,24961,,,0,1
92920,2013,35333,19582,,,0,1
178634,2013,79623,17518,,,0,1
26445,2013,155658,30111,,,0,1
58263,2013,536,27612,,,0,1
50462,2013,66946,25821,,,0,1
60739,2013,140004,23643,,,0,1
139958,2013,62870,23715,,,0,1
184215,2013,140125,21866,,,0,1
183728,2013,133396,30022,,,0,1
102364,2013,6277,19121,,,0,1
212499,2014,70398,17660,,,0,1
227121,2014,119853,24855,,,0,1
277701,2014,106426,25121,,,0,1
155447,2014,155464,,508,1,0,
38192,2014,78654,18031,,,0,1
161921,2014,143589,29614,,,0,1
51099,2014,35719,26721,,,0,1
269301,2014,78898,19211,,,0,1
225591,2014,155563,20099,,,0,1
31354,2014,119751,,636,1,0,
105609,2015,79209,26970,,,0,1
239348,2015,73641,23116,,,0,1
289926,2015,148,18984,,,0,1
298785,2015,35209,,1383,1,0,
105684,2015,143326,27054,,,0,1
183891,2015,77829,18822,,,0,1
65361,2015,66532,26637,,,0,1
31450,2015,35462,17702,,,0,1
239705,2015,151159,17516,,,0,1
49475,2015,8305,18643,,,0,1
33682,2015,143474,30086,,,0,1
41839,2016,109097,20043,,,0,1
43874,2016,73894,21049,,,0,1
120282,2016,7633,,130,1,0,
16587,2016,144936,27648,,,0,1
206397,2016,139909,16790,,,0,1
58156,2016,151123,16862,,,0,1
124581,2016,79918,24516,,,0,1
136577,2016,6563,22627,,,0,1
221243,2016,108111,27982,,,0,1
164454,2016,62704,25796,,,0,1
28930,2016,57630,28547,,,0,1
218322,2016,143371,29911,,,0,1
102619,2016,466,26729,,,0,1
134325,2016,636,21871,,,0,1
58713,2016,144346,,214,1,0,
65790,2016,107997,27462,,,0,1
29142,2016,63227,19637,,,0,1
220468,2016,77942,23152,,,0,1
245230,2016,144767,24523,,,0,1
103929,2016,120233,20892,,,0,1
23735,2017,140019,24049,,,0,1
297441,2017,155854,21422,,,0,1
280605,2017,66569,27076,,,0,1
119705,2017,133786,24618,,,0,1
200205,2017,151740,22946,,,0,1
199049,2017,79115,30129,,,0,1
159412,2017,63458,26163,,,0,1
165215,2017,35775,24011,,,0,1
92698,2017,151547,28739,,,0,1
8623,2017,140351,30046,,,0,1
226447,2017,140199,24680,,,0,1
252403,2018,107867,27037,,,0,1
285496,2018,57600,29271,,,0,1
268854,2018,149583,16976,,,0,1
82872,2018,212,24412,,,0,1
238875,2018,149646,23988,,,0,1
273318,2018,35324,21713,,,0,1
38552,2018,78761,29436,,,0,1
8220,2018,78674,24451,,,0,1
248362,2018,79291,3535,,,0,1
144053,2019,120392,26174,,,0,1
66610,2019,79670,22723,,,0,1
243292,2019,108693,23484,,,0,1
51043,2019,8101,22567,,,0,1
294690,2019,6742,25259,,,0,1
152960,2019,63376,23412,,,0,1
123507,2019,79554,16252,,,0,1
293892,2019,63380,20245,,,0,1
264518,2019,304,18966,,,0,1
190396,2019,79892,23713,,,0,1
48953,2019,149426,23195,,,0,1
118771,2019,73675,19994,,,0,1
225553,2019,142956,,501,1,0,
243638,2019,57070,20433,,,0,1
223850,2019,120000,26916,,,0,1
291294,2019,7668,,1359,1,0,
266272,2020,120151,21700,,,0,1
23434,2020,70414,18835,,,0,1
204702,2020,63088,20505,,,0,1
81680,2020,6729,25020,,,0,1
250238,2020,151714,28323,,,0,1
284679,2020,119920,25092,,,0,1
121633,2020,140377,29824,,,0,1
75241,2020,6379,21542,,,0,1
263773,2020,143039,18488,,,0,1
61919,2020,155829,28554,,,0,1
156872,2020,6763,25439,,,0,1
131262,2020,77868,27660,,,0,1
187256,2020,143046,17880,,,0,1
104172,2020,143192,28102,,,0,1
169086,2021,106147,22158,,,0,1
90455,2021,66454,24548,,,0,1
17369,2021,35129,,174,1,0,
145357,2021,144683,27080,,,0,1
42574,2021,7711,256,1054,1,0,0
57276,2021,133305,24095,,,0,1
130939,2021,63476,27117,,,0,1
228496,2021,108969,21895,,,0,1
252647,2021,133129,,1221,1,0,
152819,2021,7685,,1013,1,0,
263351,2021,63068,24242,,,0,1
223469,2021,57129,17025,,,0,1
288654,2022,120178,22379,,,0,1
265248,2022,149436,29605,,,0,1
141438,2022,106371,28272,,,0,1
214770,2022,149246,21449,247,1,0,1
239672,2022,144628,19998,,,0,1
193670,2022,143580,22396,,,0,1
199109,2022,133802,27983,,,0,1
119671,2022,35488,30017,,,0,1
288038,2023,6806,29446,,,0,1
279958,2023,35572,22638,,,0,1
243116,2023,70473,21075,,,0,1
425,2023,6695,23787,,,0,1
182046,2023,79831,20819,,,0,1
169131,2023,155825,17088,,,0,1
296885,2023,119918,16336,,,0,1
115782,2023,35736,27910,,,0,1
286534,2024,66600,26070,,,0,1
117289,2024,63560,26099,,,0,1
178519,2024,57394,23394,,,0,1
23945,2024,78632,29126,,,0,1
106502,2024,140435,24619,,,0,1
245370,2024,119763,16773,390,1,0,1
246598,2024,66841,27533,,,0,1
23484,2024,57341,18661,,,0,1
210189,2024,78657,25632,,,0,1
127670,2024,143481,27467,,,0,1
68616,2024,133393,22888,,,0,1
262005,2024,218,28022,,,0,1
222405,2024,155999,19188,,,0,1
93389,2025,107445,69,299,1,0,0
90065,2025,151677,26050,,,0,1
75734,2025,107918,29170,,,0,1
55667,2025,151287,24033,,,0,1
65331,2025,151465,24512,,,0,1
297879,2025,106158,29722,,,0,1
84580,2025,107739,20796,,,0,1
273024,2025,79724,19388,,,0,1
132265,2000,8468,28521,,,0,1
53592,2000,151690,20835,,,0,1
223326,2000,71019,28256,,,0,1
2363,2000,78105,21960,,,0,1
291598,2000,80053,25291,,,0,1
276329,2000,79909,25671,,,0,1
9145,2000,120353,26328,,,0,1
178736,2000,143050,25303,,,0,1
48054,2000,133397,16621,,,0,1
172136,2000,63580,27383,,,0,1
206315,2000,8110,24666,,,0,1
117587,2001,49,27020,,,0,1
122994,2001,119811,18151,,,0,1
236592,2001,283,21788,,,0,1
288556,2001,106315,20889,,,0,1
227481,2001,151511,22089,,,0,1
265383,2001,106131,18402,,,0,1
249349,2001,73758,19823,,,0,1
53538,2002,553,26288,,,0,1
168047,2002,79658,21200,,,0,1
116883,2002,106030,29595,,,0,1
221519,2002,109830,15281,,,1,0
239372,2002,78136,19223,,,0,1
287905,2002,79470,,422,1,0,
9195,2002,57102,26213,,,0,1
91913,2002,108560,21773,,,0,1
148637,2002,144517,27873,,,0,1
117303,2003,120201,20199,,,0,1
201910,2003,119744,258,1102,1,0,0
138440,2003,364,19230,,,0,1
204009,2003,73805,20697,,,0,1
262515,2003,70680,19574,,,0,1
92239,2003,133495,17137,,,0,1
49741,2003,70803,26791,,,0,1
38674,2003,6789,25925,,,0,1
128040,2003,73968,25508,,,0,1
212065,2003,107850,26477,,,0,1
283789,2003,62900,17389,,,0,1
101839,2003,144380,16220,,,0,1
263146,2003,107541,28773,,,0,1
208696,2003,144091,11783,,,0,1
227100,2004,139949,23636,,,0,1
267440,2004,8398,27162,,,0,1
180927,2004,144931,27202,,,0,1
259777,2004,70830,22881,,,0,1
8935,2004,143346,27303,,,0,1
262780,2004,149552,19050,,,0,1
198561,2004,106155,20229,,,0,1
299026,2004,7597,,1321,1,0,
1103,2004,149747,24150,,,0,1
36307,2005,149432,26124,,,0,1
46024,2005,140313,18867,,,0,1
250645,2005,108676,22864,,,0,1
157916,2005,57695,28604,,,0,1
9805,2005,151347,19004,,,0,1
284344,2005,6206,,780,1,0,
10960,2005,109190,28517,,,0,1
273987,2005,149335,19263,,,0,1
226722,2006,70588,28865,,,0,1
24418,2006,35645,20270,,,0,1
216260,2006,,282,917,1,,0
168636,2006,35770,27293,,,0,1
12081,2006,143427,18040,,,0,1
261734,2006,151340,18072,,,0,1
72205,2006,35372,26673,,,0,1
299163,2006,108602,17989,,,0,1
114739,2006,143536,20190,,,0,1
193878,2006,139830,,500,1,0,
36132,2006,57118,21755,,,0,1
56878,2006,108733,17670,,,0,1
105080,2007,8006,24761,,,0,1
56646,2007,406,21319,,,0,1
38142,2007,79484,322,287,1,0,0
126035,2007,133388,27121,,,0,1
16963,2007,79667,18982,,,0,1
252150,2007,608,26211,,,0,1
257658,2007,119851,17996,,,0,1
69056,2007,140082,18988,,,0,1
154347,2007,109,16945,,,0,1
12924,2007,6652,28883,,,0,1
291820,2007,139915,17590,,,0,1
170732,2007,57636,29080,,,0,1
192183,2007,79385,,1343,1,0,
215673,2008,144916,20113,,,0,1
261409,2008,149322,23764,,,0,1
99029,2008,57002,,1263,1,0,
25292,2008,35169,155,982,1,0,0
122116,2008,35760,18484,,,0,1
289308,2008,6591,25205,,,0,1
258251,2008,142983,,202,1,0,
259240,2008,151496,17269,,,0,1
124835,2008,108649,24250,,,0,1
254465,2008,79676,24603,,,0,1
107356,2009,70664,20495,,,0,1
213356,2009,70833,18382,,,0,1
63785,2009,199,21862,,,0,1
146053,2009,7599,43,1346,1,0,0
117249,2009,74059,19109,,,0,1
5086,2009,74032,27185,,,0,1
114887,2009,79539,19789,,,0,1
159636,2009,57553,28308,,,0,1
259665,2009,6368,29591,,,0,1
58667,2009,73848,21157,,,0,1
259287,2009,149516,28252,,,0,1
223155,2009,133262,21780,,,0,1
267772,2009,35443,17644,,,0,1
165311,2010,107923,23386,,,0,1
272445,2010,63198,18806,,,0,1
74723,2010,108799,20586,,,0,1
71676,2010,139816,,713,1,0,
137475,2010,66851,29975,,,0,1
126570,2010,108588,19368,,,0,1
299646,2010,108554,,672,1,0,
43723,2010,57017,,1186,1,0,
168495,2010,106312,20849,,,0,1
143982,2010,151656,30093,,,0,1
255702,2011,144799,17588,,,0,1
266349,2011,107844,24110,,,0,1
113471,2011,151308,18101,,,0,1
235275,2011,80004,29946,,,0,1
285548,2011,78883,18840,,,0,1
79101,2011,3,,520,1,0,
190175,2011,7785,419,1090,1,0,0
146898,2011,80032,25074,,,0,1
129531,2011,144990,28495,,,0,1
7281,2011,149651,24679,,,0,1
33328,2011,155606,22738,,,0,1
191170,2012,57172,28813,,,0,1
160559,2012,108665,23510,,,0,1
265708,2012,108565,17743,,,0,1
281919,2012,144720,17141,,,0,1
171540,2012,62517,24293,,,0,1
118906,2012,78253,29003,,,0,1
74282,2012,35515,19002,,,0,1
260881,2012,6853,29404,,,0,1
286184,2013,35297,26771,,,0,1
209840,2013,70460,18868,,,0,1
253965,2013,106274,23756,,,0,1
57528,2013,107537,20260,,,0,1
103651,2013,35866,27947,,,0,1
286024,2013,80115,21544,,,0,1
221749,2013,156091,29383,,,0,1
297679,2013,106263,21046,,,0,1
64733,2013,73658,26038,,,0,1
16935,2013,35771,27335,,,0,1
113907,2013,149418,24073,,,0,1
5955,2013,107814,24169,,,0,1
95844,2013,78615,17751,,,0,1
2009,2013,74051,24157,,,0,1
96834,2014,119978,24311,,,0,1
221697,2014,62807,22133,,,0,1
168057,2014,78758,18837,,,0,1
272539,2014,109194,28863,,,0,1
131952,2014,66677,28555,,,0,1
199422,2014,119924,24520,,,0,1
182126,2014,140248,26584,,,0,1
82503,2014,35314,16339,,,0,1
116427,2014,77849,16664,,,0,1
114800,2014,79704,17643,,,0,1
49179,2014,63217,26016,,,0,1
108773,2015,6466,18262,,,0,1
188903,2015,133627,24729,,,0,1
199624,2015,6418,18777,,,0,1
37315,2015,7672,193,73,1,0,0
41419,2015,6214,16837,,,0,1
230054,2015,6875,23844,,,0,1
186599,2015,6472,27364,,,0,1
37090,2015,63143,25257,,,0,1
21786,2015,78829,19493,,,0,1
54988,2015,506,23670,,,0,1
17457,2015,80014,30092,,,0,1
185666,2015,78472,28682,,,0,1
120434,2015,6477,27514,,,0,1
211111,2016,107935,23652,,,0,1
2226,2016,119943,26113,,,0,1
22866,2016,155660,25426,,,0,1
137994,2016,7730,290,1073,1,0,0
265322,2016,57503,22934,,,0,1
128711,2016,8293,23632,,,0,1
253815,2016,621,27339,,,0,1
192500,2017,151210,19575,,,0,1
109432,2017,140088,20407,,,0,1
11241,2017,140317,25063,,,0,1
33483,2017,35236,,400,1,0,
149015,2017,151108,19210,,,0,1
57919,2017,70896,25411,,,0,1
133282,2017,79067,29943,,,0,1
229733,2018,149256,,211,1,0,
236129,2018,107649,24450,,,0,1
109326,2018,63277,18929,,,0,1
181912,2018,62989,18851,,,0,1
292219,2018,78793,19522,,,0,1
74258,2018,143063,18518,,,0,1
192982,2018,107862,17351,,,0,1
255383,2018,108875,16978,,,0,1
88123,2018,80111,20957,,,0,1
190763,2018,107560,25136,,,0,1
66751,2018,537,24373,,,0,1
286364,2018,66652,27418,,,0,1
67129,2019,77997,17825,,,0,1
131511,2019,35231,360,1317,1,0,0
77717,2019,107973,29065,,,0,1
193174,2019,63199,27354,,,0,1
248951,2019,35420,17446,,,0,1
288302,2019,35490,16533,,,0,1
148370,2019,35138,,1036,1,0,
106405,2020,70408,16852,,,0,1
97122,2020,63608,22675,,,0,1
161064,2020,155782,24545,,,0,1
149693,2020,133171,23135,,,0,1
16032,2020,108037,20841,,,0,1
50434,2020,35847,29287,,,0,1
268041,2020,108775,26666,,,0,1
192158,2020,133450,20329,,,0,1
202457,2020,6741,25243,,,0,1
211169,2020,155824,25099,,,0,1
202939,2021,62758,23720,,,0,1
